,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL
67,Operations Committee,9/13/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=713785&GUID=A3C75703-881B-4287-AD05-1FB9E5449B43,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=713785&GUID=A3C75703-881B-4287-AD05-1FB9E5449B43&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=713785&GUID=A3C75703-881B-4287-AD05-1FB9E5449B43,https://mtc.legistar.com/View.ashx?M=M&ID=713785&GUID=A3C75703-881B-4287-AD05-1FB9E5449B43,https://mtc.legistar.com/#
68,ABAG San Francisco Bay Trail Steering Committee,9/12/2019,,2:00 PM,"Bay Area Metro Center
375 Beale Street, 7th Floor
San Francisco, CA 94105
Tamalpais Conference Room, 7102",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=718495&GUID=5C64BFAC-12EF-4F9D-8CF7-39B0C5F4730D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=718495&GUID=5C64BFAC-12EF-4F9D-8CF7-39B0C5F4730D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=718495&GUID=5C64BFAC-12EF-4F9D-8CF7-39B0C5F4730D,,
69,Policy Advisory Council,9/11/2019,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=713706&GUID=CCE3162E-BE56-465D-897C-3BB64AAE81C1,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=713706&GUID=CCE3162E-BE56-465D-897C-3BB64AAE81C1&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=713706&GUID=CCE3162E-BE56-465D-897C-3BB64AAE81C1,https://mtc.legistar.com/View.ashx?M=M&ID=713706&GUID=CCE3162E-BE56-465D-897C-3BB64AAE81C1,https://mtc.legistar.com/#
70,Policy Advisory Council Equity & Access Subcommittee,9/11/2019,,11:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=713789&GUID=543C89DF-0184-4F54-BFA7-5482531E7A32,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=713789&GUID=543C89DF-0184-4F54-BFA7-5482531E7A32&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=713789&GUID=543C89DF-0184-4F54-BFA7-5482531E7A32,https://mtc.legistar.com/View.ashx?M=M&ID=713789&GUID=543C89DF-0184-4F54-BFA7-5482531E7A32,https://mtc.legistar.com/#
71,Regional Advisory Working Group,9/10/2019,,9:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=713680&GUID=F06E3891-C0DB-4A50-B8C8-7BAD0CAEC7B7,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=713680&GUID=F06E3891-C0DB-4A50-B8C8-7BAD0CAEC7B7&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=713680&GUID=F06E3891-C0DB-4A50-B8C8-7BAD0CAEC7B7,https://mtc.legistar.com/View.ashx?M=M&ID=713680&GUID=F06E3891-C0DB-4A50-B8C8-7BAD0CAEC7B7,https://mtc.legistar.com/#
72,ABAG FAN Executive Committee,9/5/2019,,10:00 AM,Golden Gate CR 8102,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=712417&GUID=25B3EA5E-B460-4E77-8196-8A5EF1C28997,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=712417&GUID=25B3EA5E-B460-4E77-8196-8A5EF1C28997&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=712417&GUID=25B3EA5E-B460-4E77-8196-8A5EF1C28997,,
73,ABAG RPC Housing Subcommittee,9/4/2019,,11:00 AM,Sunol - CR 7308,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=718479&GUID=BA5DD1F6-7642-4B9B-ACD1-5B196EDB32D1,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=718479&GUID=BA5DD1F6-7642-4B9B-ACD1-5B196EDB32D1&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=718479&GUID=BA5DD1F6-7642-4B9B-ACD1-5B196EDB32D1,,
74,Programming and Allocations Committee,9/4/2019,,9:40 AM,"Yerba Buena Conference Room - 1st Floor*** Please note meeting date, time, and location. ***",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=712020&GUID=BAEB9E61-CD65-4344-80CB-93BBC261B01C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=712020&GUID=BAEB9E61-CD65-4344-80CB-93BBC261B01C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=712020&GUID=BAEB9E61-CD65-4344-80CB-93BBC261B01C,https://mtc.legistar.com/View.ashx?M=M&ID=712020&GUID=BAEB9E61-CD65-4344-80CB-93BBC261B01C,https://mtc.legistar.com/#
75,Administration Committee,9/4/2019,,9:35 AM,"Yerba Buena Conference Room - 1st Floor*** Please note meeting date, time, and location. ***",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=712019&GUID=9A5589FB-7C8C-4AA0-95C3-19D8951BE1F6,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=712019&GUID=9A5589FB-7C8C-4AA0-95C3-19D8951BE1F6&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=712019&GUID=9A5589FB-7C8C-4AA0-95C3-19D8951BE1F6,https://mtc.legistar.com/View.ashx?M=M&ID=712019&GUID=9A5589FB-7C8C-4AA0-95C3-19D8951BE1F6,https://mtc.legistar.com/#
76,Bay Area Toll Authority Oversight Committee,9/4/2019,,9:30 AM,"Yerba Buena Conference Room - 1st Floor*** Please note meeting date, time, and location. ***",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=712015&GUID=17BBD64C-59EB-4B9F-9246-B28722B43F01,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=712015&GUID=17BBD64C-59EB-4B9F-9246-B28722B43F01&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=712015&GUID=17BBD64C-59EB-4B9F-9246-B28722B43F01,https://mtc.legistar.com/View.ashx?M=M&ID=712015&GUID=17BBD64C-59EB-4B9F-9246-B28722B43F01,https://mtc.legistar.com/#
77,ABAG POWER Executive Committee,8/21/2019,,11:00 AM,Tamalpais CR 7102 - 7th Floor,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=713192&GUID=F2CD804C-DA44-4E2F-B701-3800AE774C61,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=713192&GUID=F2CD804C-DA44-4E2F-B701-3800AE774C61&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=713192&GUID=F2CD804C-DA44-4E2F-B701-3800AE774C61,,
78,Clipper Executive Board,8/19/2019,,1:30 PM,"San Francisco Bay Area Rapid Transit District
344 20th Street, 3rd Floor
Oakland, CA 94612
BART Board Room",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=712380&GUID=C86117CC-0E16-42B0-901F-44F9721AF452,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=712380&GUID=C86117CC-0E16-42B0-901F-44F9721AF452&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=712380&GUID=C86117CC-0E16-42B0-901F-44F9721AF452,https://mtc.legistar.com/View.ashx?M=M&ID=712380&GUID=C86117CC-0E16-42B0-901F-44F9721AF452,https://mtc.legistar.com/#
79,Joint ABAG MTC Governance Committee,7/24/2019,,12:00 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=711172&GUID=64D617D4-AC76-4FAB-A0C5-5F62B77B25EB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=711172&GUID=64D617D4-AC76-4FAB-A0C5-5F62B77B25EB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=711172&GUID=64D617D4-AC76-4FAB-A0C5-5F62B77B25EB,https://mtc.legistar.com/View.ashx?M=M&ID=711172&GUID=64D617D4-AC76-4FAB-A0C5-5F62B77B25EB,https://mtc.legistar.com/#
80,Metropolitan Transportation Commission,7/24/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=708602&GUID=C6D94168-75AF-431E-9353-70D1F4B2FC26,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=708602&GUID=C6D94168-75AF-431E-9353-70D1F4B2FC26&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=708602&GUID=C6D94168-75AF-431E-9353-70D1F4B2FC26,https://mtc.legistar.com/View.ashx?M=M&ID=708602&GUID=C6D94168-75AF-431E-9353-70D1F4B2FC26,https://mtc.legistar.com/#
81,Bay Area Toll Authority,7/24/2019,,9:30 AM,Board Room – 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=708599&GUID=63128160-153B-4078-AECC-C27BAC5D62C4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=708599&GUID=63128160-153B-4078-AECC-C27BAC5D62C4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=708599&GUID=63128160-153B-4078-AECC-C27BAC5D62C4,https://mtc.legistar.com/View.ashx?M=M&ID=708599&GUID=63128160-153B-4078-AECC-C27BAC5D62C4,https://mtc.legistar.com/#
82,Bay Area Partnership Board,7/19/2019,,1:00 PM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=705393&GUID=5CD09E8F-7AA0-49B2-BBF5-D8E976E2A93D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=705393&GUID=5CD09E8F-7AA0-49B2-BBF5-D8E976E2A93D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=705393&GUID=5CD09E8F-7AA0-49B2-BBF5-D8E976E2A93D,https://mtc.legistar.com/View.ashx?M=M&ID=705393&GUID=5CD09E8F-7AA0-49B2-BBF5-D8E976E2A93D,https://mtc.legistar.com/#
83,ABAG Executive Board,7/18/2019,,7:00 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706174&GUID=6838D874-7EAE-4606-872F-7B16B03BD849,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706174&GUID=6838D874-7EAE-4606-872F-7B16B03BD849&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706174&GUID=6838D874-7EAE-4606-872F-7B16B03BD849,https://mtc.legistar.com/View.ashx?M=M&ID=706174&GUID=6838D874-7EAE-4606-872F-7B16B03BD849,https://mtc.legistar.com/#
84,ABAG Finance Committee,7/18/2019,,5:00 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706175&GUID=2C62D345-99AC-4E4C-A28E-0EF214AC5947,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706175&GUID=2C62D345-99AC-4E4C-A28E-0EF214AC5947&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706175&GUID=2C62D345-99AC-4E4C-A28E-0EF214AC5947,https://mtc.legistar.com/View.ashx?M=M&ID=706175&GUID=2C62D345-99AC-4E4C-A28E-0EF214AC5947,https://mtc.legistar.com/#
85,Clipper Executive Board,7/15/2019,,1:30 PM,"San Francisco Bay Area Rapid Transit District
344 20th Street, 3rd Floor
Oakland, CA 94612
BART Board Room",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706506&GUID=6BA2D136-BAB1-4CF5-9E81-1032C9140CCC,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706506&GUID=6BA2D136-BAB1-4CF5-9E81-1032C9140CCC&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706506&GUID=6BA2D136-BAB1-4CF5-9E81-1032C9140CCC,https://mtc.legistar.com/View.ashx?M=M&ID=706506&GUID=6BA2D136-BAB1-4CF5-9E81-1032C9140CCC,https://mtc.legistar.com/#
86,Joint MTC Legislation Committee and ABAG Legislation Committee,7/12/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706028&GUID=29F59927-8B7E-4214-9F68-91B46DB68CD3,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706028&GUID=29F59927-8B7E-4214-9F68-91B46DB68CD3&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706028&GUID=29F59927-8B7E-4214-9F68-91B46DB68CD3,,https://mtc.legistar.com/#
87,ABAG Legislation Committee,7/12/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706173&GUID=6038D840-C9CA-4157-A651-1D7DF0C8D032,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706173&GUID=6038D840-C9CA-4157-A651-1D7DF0C8D032&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706173&GUID=6038D840-C9CA-4157-A651-1D7DF0C8D032,https://mtc.legistar.com/View.ashx?M=M&ID=706173&GUID=6038D840-C9CA-4157-A651-1D7DF0C8D032,https://mtc.legistar.com/#
88,Joint MTC Planning Committee with the ABAG Administrative Committee,7/12/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706030&GUID=CC419773-51E6-45BF-88EE-66CF6688A28F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706030&GUID=CC419773-51E6-45BF-88EE-66CF6688A28F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706030&GUID=CC419773-51E6-45BF-88EE-66CF6688A28F,https://mtc.legistar.com/View.ashx?M=M&ID=706030&GUID=CC419773-51E6-45BF-88EE-66CF6688A28F,https://mtc.legistar.com/#
89,ABAG Administrative Committee,7/12/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706172&GUID=1947DBFC-C19C-4711-A7CC-C993B1921098,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706172&GUID=1947DBFC-C19C-4711-A7CC-C993B1921098&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706172&GUID=1947DBFC-C19C-4711-A7CC-C993B1921098,https://mtc.legistar.com/View.ashx?M=M&ID=706172&GUID=1947DBFC-C19C-4711-A7CC-C993B1921098,https://mtc.legistar.com/#
90,Operations Committee,7/12/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706029&GUID=1617D865-3BAF-4F58-B317-D8B1A4F71D7A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706029&GUID=1617D865-3BAF-4F58-B317-D8B1A4F71D7A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706029&GUID=1617D865-3BAF-4F58-B317-D8B1A4F71D7A,https://mtc.legistar.com/View.ashx?M=M&ID=706029&GUID=1617D865-3BAF-4F58-B317-D8B1A4F71D7A,https://mtc.legistar.com/#
91,Policy Advisory Council,7/10/2019,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=706027&GUID=40043685-D406-4413-9383-75B38AE0DECF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=706027&GUID=40043685-D406-4413-9383-75B38AE0DECF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=706027&GUID=40043685-D406-4413-9383-75B38AE0DECF,https://mtc.legistar.com/View.ashx?M=M&ID=706027&GUID=40043685-D406-4413-9383-75B38AE0DECF,https://mtc.legistar.com/#
92,Programming and Allocations Committee,7/10/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=704703&GUID=1D449E55-8D93-4638-A99E-F07431D93942,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=704703&GUID=1D449E55-8D93-4638-A99E-F07431D93942&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=704703&GUID=1D449E55-8D93-4638-A99E-F07431D93942,https://mtc.legistar.com/View.ashx?M=M&ID=704703&GUID=1D449E55-8D93-4638-A99E-F07431D93942,https://mtc.legistar.com/#
93,Administration Committee,7/10/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=704702&GUID=D8563390-8301-4BF3-8613-16377306A6BA,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=704702&GUID=D8563390-8301-4BF3-8613-16377306A6BA&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=704702&GUID=D8563390-8301-4BF3-8613-16377306A6BA,https://mtc.legistar.com/View.ashx?M=M&ID=704702&GUID=D8563390-8301-4BF3-8613-16377306A6BA,https://mtc.legistar.com/#
94,Bay Area Toll Authority Oversight Committee,7/10/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=704701&GUID=241FBE73-437C-434B-846A-97A0B0AC95A8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=704701&GUID=241FBE73-437C-434B-846A-97A0B0AC95A8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=704701&GUID=241FBE73-437C-434B-846A-97A0B0AC95A8,https://mtc.legistar.com/View.ashx?M=M&ID=704701&GUID=241FBE73-437C-434B-846A-97A0B0AC95A8,https://mtc.legistar.com/#
95,Metropolitan Transportation Commission,6/26/2019,,9:50 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=695350&GUID=39976D50-2127-41AC-9381-A69FF6561A9A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=695350&GUID=39976D50-2127-41AC-9381-A69FF6561A9A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=695350&GUID=39976D50-2127-41AC-9381-A69FF6561A9A,https://mtc.legistar.com/View.ashx?M=M&ID=695350&GUID=39976D50-2127-41AC-9381-A69FF6561A9A,https://mtc.legistar.com/#
96,Service Authority for Freeways and Expressways,6/26/2019,,9:45 AM,Board Room – 1st Floor,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=695415&GUID=6C5750DC-A0F6-469C-A4CD-52013AA49355,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=695415&GUID=6C5750DC-A0F6-469C-A4CD-52013AA49355&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=695415&GUID=6C5750DC-A0F6-469C-A4CD-52013AA49355,,https://mtc.legistar.com/#
97,Bay Area Infrastructure Financing Authority,6/26/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=695354&GUID=3F254FF7-A8EB-4D6A-B1C2-4AD458FB8474,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=695354&GUID=3F254FF7-A8EB-4D6A-B1C2-4AD458FB8474&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=695354&GUID=3F254FF7-A8EB-4D6A-B1C2-4AD458FB8474,,https://mtc.legistar.com/#
98,Bay Area Headquarters Authority,6/26/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=695355&GUID=78833EA2-A064-4E96-80E0-5CAEABEFAFE3,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=695355&GUID=78833EA2-A064-4E96-80E0-5CAEABEFAFE3&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=695355&GUID=78833EA2-A064-4E96-80E0-5CAEABEFAFE3,,https://mtc.legistar.com/#
99,Bay Area Toll Authority,6/26/2019,,9:30 AM,Board Room – 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=695349&GUID=595EF070-8380-4340-935C-323B28D963F8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=695349&GUID=595EF070-8380-4340-935C-323B28D963F8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=695349&GUID=595EF070-8380-4340-935C-323B28D963F8,https://mtc.legistar.com/View.ashx?M=M&ID=695349&GUID=595EF070-8380-4340-935C-323B28D963F8,https://mtc.legistar.com/#
0,Bay Area Regional Collaborative,6/21/2019,,10:00 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=694685&GUID=ACFC50D5-03E1-45CD-BF81-3AE808C47C74,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=694685&GUID=ACFC50D5-03E1-45CD-BF81-3AE808C47C74&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=694685&GUID=ACFC50D5-03E1-45CD-BF81-3AE808C47C74,https://mtc.legistar.com/View.ashx?M=M&ID=694685&GUID=ACFC50D5-03E1-45CD-BF81-3AE808C47C74,https://mtc.legistar.com/#
1,ABAG POWER Executive Committee,6/19/2019,,11:00 AM,Tamalpais CR 7102 - 7th Floor,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=704969&GUID=E431F374-1D0F-4287-B346-204BCEB5C7F8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=704969&GUID=E431F374-1D0F-4287-B346-204BCEB5C7F8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=704969&GUID=E431F374-1D0F-4287-B346-204BCEB5C7F8,,
2,Clipper Executive Board,6/17/2019,,1:30 PM,"Caltrain / SamTrans
1250 San Carlos Ave, 2nd Floor
San Carlos CA, 94070
Caltrain / SamTrans Auditorium",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=694372&GUID=6750FC1F-47BC-485F-8BB9-3AD5D7F8DDE2,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=694372&GUID=6750FC1F-47BC-485F-8BB9-3AD5D7F8DDE2&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=694372&GUID=6750FC1F-47BC-485F-8BB9-3AD5D7F8DDE2,https://mtc.legistar.com/View.ashx?M=M&ID=694372&GUID=6750FC1F-47BC-485F-8BB9-3AD5D7F8DDE2,https://mtc.legistar.com/#
3,Legislation Committee,6/14/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=693430&GUID=F42412B2-DDE5-4E0F-85A1-768B586C3A18,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=693430&GUID=F42412B2-DDE5-4E0F-85A1-768B586C3A18&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=693430&GUID=F42412B2-DDE5-4E0F-85A1-768B586C3A18,https://mtc.legistar.com/View.ashx?M=M&ID=693430&GUID=F42412B2-DDE5-4E0F-85A1-768B586C3A18,https://mtc.legistar.com/#
4,Planning Committee,6/14/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=693432&GUID=E5AA50C8-6FD4-4A08-B8EB-8A875A521A4F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=693432&GUID=E5AA50C8-6FD4-4A08-B8EB-8A875A521A4F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=693432&GUID=E5AA50C8-6FD4-4A08-B8EB-8A875A521A4F,https://mtc.legistar.com/View.ashx?M=M&ID=693432&GUID=E5AA50C8-6FD4-4A08-B8EB-8A875A521A4F,https://mtc.legistar.com/#
5,Operations Committee,6/14/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=693429&GUID=3166FA16-0B66-4F32-AE58-EBE82932A6EF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=693429&GUID=3166FA16-0B66-4F32-AE58-EBE82932A6EF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=693429&GUID=3166FA16-0B66-4F32-AE58-EBE82932A6EF,https://mtc.legistar.com/View.ashx?M=M&ID=693429&GUID=3166FA16-0B66-4F32-AE58-EBE82932A6EF,https://mtc.legistar.com/#
6,Policy Advisory Council,6/12/2019,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=693435&GUID=79619046-9724-46D2-AE19-AB9B8714461E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=693435&GUID=79619046-9724-46D2-AE19-AB9B8714461E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=693435&GUID=79619046-9724-46D2-AE19-AB9B8714461E,https://mtc.legistar.com/View.ashx?M=M&ID=693435&GUID=79619046-9724-46D2-AE19-AB9B8714461E,https://mtc.legistar.com/#
