,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Audio Text,Transcript Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,Audio URL,Transcript URL
16,Board of Supervisors,8/12/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77966&GUID=F04CBE2A-E37F-4B6A-9982-47CF5861A179,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77966&GUID=F04CBE2A-E37F-4B6A-9982-47CF5861A179&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77966&GUID=F04CBE2A-E37F-4B6A-9982-47CF5861A179,https://sfgov.legistar.com/View.ashx?M=M&ID=77966&GUID=F04CBE2A-E37F-4B6A-9982-47CF5861A179,,,
17,Board of Supervisors,8/5/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77965&GUID=16947B45-5B6F-4B8A-9AC7-D273C65317CE,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77965&GUID=16947B45-5B6F-4B8A-9AC7-D273C65317CE&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77965&GUID=16947B45-5B6F-4B8A-9AC7-D273C65317CE,https://sfgov.legistar.com/View.ashx?M=M&ID=77965&GUID=16947B45-5B6F-4B8A-9AC7-D273C65317CE,,,
18,Finance Committee,7/31/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Not available,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161808&GUID=A66AFC1B-CCA9-461D-8405-FCEE9FD820B2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161808&GUID=A66AFC1B-CCA9-461D-8405-FCEE9FD820B2&Options=info&Search=,,https://sfgov.legistar.com/View.ashx?M=M&ID=161808&GUID=A66AFC1B-CCA9-461D-8405-FCEE9FD820B2,,,
19,Board of Supervisors,7/29/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77964&GUID=85A43AD9-4951-4293-90E2-01E3B29F3067,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77964&GUID=85A43AD9-4951-4293-90E2-01E3B29F3067&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77964&GUID=85A43AD9-4951-4293-90E2-01E3B29F3067,https://sfgov.legistar.com/View.ashx?M=M&ID=77964&GUID=85A43AD9-4951-4293-90E2-01E3B29F3067,,,
20,Board of Supervisors,7/22/2002,,1:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Rescheduled Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77963&GUID=D6E90174-26AC-4FA9-BD06-97405F188F43,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77963&GUID=D6E90174-26AC-4FA9-BD06-97405F188F43&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77963&GUID=D6E90174-26AC-4FA9-BD06-97405F188F43,https://sfgov.legistar.com/View.ashx?M=M&ID=77963&GUID=D6E90174-26AC-4FA9-BD06-97405F188F43,,,
21,Board of Supervisors,7/15/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77962&GUID=2CBC16E8-999C-4135-A5EF-910DEC9C8385,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77962&GUID=2CBC16E8-999C-4135-A5EF-910DEC9C8385&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77962&GUID=2CBC16E8-999C-4135-A5EF-910DEC9C8385,https://sfgov.legistar.com/View.ashx?M=M&ID=77962&GUID=2CBC16E8-999C-4135-A5EF-910DEC9C8385,,,
22,Board of Supervisors,7/8/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77961&GUID=4D54EE92-00E6-4011-9BDB-B3C39FB02063,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77961&GUID=4D54EE92-00E6-4011-9BDB-B3C39FB02063&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77961&GUID=4D54EE92-00E6-4011-9BDB-B3C39FB02063,https://sfgov.legistar.com/View.ashx?M=M&ID=77961&GUID=4D54EE92-00E6-4011-9BDB-B3C39FB02063,,,
23,Board of Supervisors,7/1/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77960&GUID=E9C1EED3-ABA4-4FB9-A44F-752039BCEB4A,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77960&GUID=E9C1EED3-ABA4-4FB9-A44F-752039BCEB4A&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77960&GUID=E9C1EED3-ABA4-4FB9-A44F-752039BCEB4A,https://sfgov.legistar.com/View.ashx?M=M&ID=77960&GUID=E9C1EED3-ABA4-4FB9-A44F-752039BCEB4A,,,
24,Neighborhood Services and Recreation Committee,6/27/2002,,2:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161781&GUID=C7A5918A-CE6E-4AC7-87DF-E39E1465A52E,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161781&GUID=C7A5918A-CE6E-4AC7-87DF-E39E1465A52E&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161781&GUID=C7A5918A-CE6E-4AC7-87DF-E39E1465A52E,,,,
25,Budget Committee,6/27/2002,,1:00 PM,`Legislative ChamberBudget Review Hearings,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161788&GUID=4390246C-A955-424A-86BD-BF4987FE7A7B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161788&GUID=4390246C-A955-424A-86BD-BF4987FE7A7B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161788&GUID=4390246C-A955-424A-86BD-BF4987FE7A7B,,,,
26,Budget Committee,6/26/2002,,1:00 PM,Legislative ChamberBudget Review Hearings,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161787&GUID=D34BFA29-B024-44B7-9CFC-8D5A176481AD,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161787&GUID=D34BFA29-B024-44B7-9CFC-8D5A176481AD&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161787&GUID=D34BFA29-B024-44B7-9CFC-8D5A176481AD,,,,
27,Budget Committee,6/25/2002,,1:00 PM,Legislative ChamberBudget Review Hearings,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161786&GUID=481726A3-3466-4B4A-9B23-87A6FE4CB64F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161786&GUID=481726A3-3466-4B4A-9B23-87A6FE4CB64F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161786&GUID=481726A3-3466-4B4A-9B23-87A6FE4CB64F,,,,
28,Rules and Audits Committee,6/25/2002,,9:00 AM,"City Hall, Room 263Special Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161782&GUID=CB00F286-E74C-4EDF-9BFA-E7621B155BD2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161782&GUID=CB00F286-E74C-4EDF-9BFA-E7621B155BD2&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161782&GUID=CB00F286-E74C-4EDF-9BFA-E7621B155BD2,,,,
29,Board of Supervisors,6/24/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77959&GUID=67A33406-4EA8-4AAF-8DD8-CB27FEFD9489,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77959&GUID=67A33406-4EA8-4AAF-8DD8-CB27FEFD9489&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77959&GUID=67A33406-4EA8-4AAF-8DD8-CB27FEFD9489,https://sfgov.legistar.com/View.ashx?M=M&ID=77959&GUID=67A33406-4EA8-4AAF-8DD8-CB27FEFD9489,,,
30,Finance Committee,6/21/2002,,11:30 AM,"City Hall, Room 263Special Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161784&GUID=8CEB5407-EB4B-4499-B5D6-8397E9120AF6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161784&GUID=8CEB5407-EB4B-4499-B5D6-8397E9120AF6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161784&GUID=8CEB5407-EB4B-4499-B5D6-8397E9120AF6,,,,
31,Health and Human Services Committee,6/20/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161776&GUID=D6DA8743-18F3-42E0-9DD1-CDED2751EADB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161776&GUID=D6DA8743-18F3-42E0-9DD1-CDED2751EADB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161776&GUID=D6DA8743-18F3-42E0-9DD1-CDED2751EADB,,,,
32,Budget Committee,6/20/2002,,1:00 PM,Legislative ChamberDepartmental Budget Hearings,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161779&GUID=16289C39-AE0E-4030-8FA1-C025A5530038,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161779&GUID=16289C39-AE0E-4030-8FA1-C025A5530038&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161779&GUID=16289C39-AE0E-4030-8FA1-C025A5530038,,,,
33,City and School District Committee,6/19/2002,,3:00 PM,"Irving G. Breyer Board Meeting Room, 555 Franklin St.Special Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161750&GUID=4FBD8BCA-789A-4FEC-89FC-F555801B77CD,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161750&GUID=4FBD8BCA-789A-4FEC-89FC-F555801B77CD&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161750&GUID=4FBD8BCA-789A-4FEC-89FC-F555801B77CD,,,,
34,Budget Committee,6/19/2002,,1:00 PM,Legislative ChamberDepartmental Budget Hearings,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161778&GUID=B7CBC9CB-3C30-4EEB-96FA-46CF61B8503E,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161778&GUID=B7CBC9CB-3C30-4EEB-96FA-46CF61B8503E&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161778&GUID=B7CBC9CB-3C30-4EEB-96FA-46CF61B8503E,,,,
35,Budget Committee,6/18/2002,,1:00 PM,Legislative ChamberDepartmental Budget Hearings,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161777&GUID=944AE7A0-79FD-4BAB-BABE-98AAE16FCF7B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161777&GUID=944AE7A0-79FD-4BAB-BABE-98AAE16FCF7B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161777&GUID=944AE7A0-79FD-4BAB-BABE-98AAE16FCF7B,,,,
36,Public Works and Public Protection Committee,6/18/2002,,10:00 AM,"City Hall, Room 263Regular Agenda",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161780&GUID=4647DF5E-6590-46C3-8D84-650D91C184A9,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161780&GUID=4647DF5E-6590-46C3-8D84-650D91C184A9&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161780&GUID=4647DF5E-6590-46C3-8D84-650D91C184A9,,,,
37,Board of Supervisors,6/17/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77958&GUID=F4E1EAF8-4850-4492-AFD3-188C86569CFC,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77958&GUID=F4E1EAF8-4850-4492-AFD3-188C86569CFC&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77958&GUID=F4E1EAF8-4850-4492-AFD3-188C86569CFC,https://sfgov.legistar.com/View.ashx?M=M&ID=77958&GUID=F4E1EAF8-4850-4492-AFD3-188C86569CFC,,,
38,Transportation and Commerce Committee,6/13/2002,,9:30 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161772&GUID=C983A228-D593-471B-98B4-F5ED75AEBF3B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161772&GUID=C983A228-D593-471B-98B4-F5ED75AEBF3B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161772&GUID=C983A228-D593-471B-98B4-F5ED75AEBF3B,,,,
39,Finance Committee,6/12/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161773&GUID=FBD5E400-0A51-4D98-9A3B-C78F056696E6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161773&GUID=FBD5E400-0A51-4D98-9A3B-C78F056696E6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161773&GUID=FBD5E400-0A51-4D98-9A3B-C78F056696E6,,,,
40,Budget Committee,6/11/2002,,10:00 AM,Legislative ChamberRegular Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161774&GUID=C33B3D33-1E59-4DB8-8041-80BD9BF16A4E,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161774&GUID=C33B3D33-1E59-4DB8-8041-80BD9BF16A4E&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161774&GUID=C33B3D33-1E59-4DB8-8041-80BD9BF16A4E,,,,
41,Board of Supervisors,6/10/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77957&GUID=E00568D4-E1D5-46E6-A244-EAE004F80E56,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77957&GUID=E00568D4-E1D5-46E6-A244-EAE004F80E56&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77957&GUID=E00568D4-E1D5-46E6-A244-EAE004F80E56,https://sfgov.legistar.com/View.ashx?M=M&ID=77957&GUID=E00568D4-E1D5-46E6-A244-EAE004F80E56,,,
42,Health and Human Services Committee,6/6/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161769&GUID=D9A2BAFB-C2EF-4FE7-8DF9-6700B5328FD7,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161769&GUID=D9A2BAFB-C2EF-4FE7-8DF9-6700B5328FD7&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161769&GUID=D9A2BAFB-C2EF-4FE7-8DF9-6700B5328FD7,,,,
43,Finance Committee,6/5/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161775&GUID=B32206D0-3514-4A94-95E8-5996B1197073,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161775&GUID=B32206D0-3514-4A94-95E8-5996B1197073&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161775&GUID=B32206D0-3514-4A94-95E8-5996B1197073,,,,
44,Rules and Audits Committee,6/4/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161768&GUID=E792D787-02D3-4EDF-8190-7D3DA3FA348E,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161768&GUID=E792D787-02D3-4EDF-8190-7D3DA3FA348E&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161768&GUID=E792D787-02D3-4EDF-8190-7D3DA3FA348E,,,,
45,Budget Committee,6/4/2002,,10:00 AM,Legislative ChamberSpecial Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161770&GUID=740C8997-F467-4538-8759-ADD145F0CB0C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161770&GUID=740C8997-F467-4538-8759-ADD145F0CB0C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161770&GUID=740C8997-F467-4538-8759-ADD145F0CB0C,,,,
46,Public Works and Public Protection Committee,6/4/2002,,9:00 AM,"City Hall, Room 263Rescheduled Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161771&GUID=319E9DA2-3055-4E32-B24A-E718F33051DC,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161771&GUID=319E9DA2-3055-4E32-B24A-E718F33051DC&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161771&GUID=319E9DA2-3055-4E32-B24A-E718F33051DC,,,,
47,Board of Supervisors,6/3/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77956&GUID=80A3B07D-6802-4C0E-8EC4-7CE4B4A0AB97,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77956&GUID=80A3B07D-6802-4C0E-8EC4-7CE4B4A0AB97&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77956&GUID=80A3B07D-6802-4C0E-8EC4-7CE4B4A0AB97,https://sfgov.legistar.com/View.ashx?M=M&ID=77956&GUID=80A3B07D-6802-4C0E-8EC4-7CE4B4A0AB97,,,
48,Neighborhood Services and Recreation Committee,5/30/2002,,12:00 PM,"City Hall, Room 263Rescheduled Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161763&GUID=D00DFD0D-9027-49ED-9296-7CCBC16FC0F5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161763&GUID=D00DFD0D-9027-49ED-9296-7CCBC16FC0F5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161763&GUID=D00DFD0D-9027-49ED-9296-7CCBC16FC0F5,,,,
49,Rules and Audits Committee,5/30/2002,,9:00 AM,"City Hall, Room 263Special Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161767&GUID=20D40B18-2130-4331-AECF-B8B31686483E,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161767&GUID=20D40B18-2130-4331-AECF-B8B31686483E&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161767&GUID=20D40B18-2130-4331-AECF-B8B31686483E,,,,
50,Finance Committee,5/29/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161765&GUID=30D8244C-3274-4CE3-8616-0FEF96304812,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161765&GUID=30D8244C-3274-4CE3-8616-0FEF96304812&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161765&GUID=30D8244C-3274-4CE3-8616-0FEF96304812,,,,
51,Board of Supervisors,5/28/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77955&GUID=96681D69-7377-4934-816D-4B08EA7F9A24,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77955&GUID=96681D69-7377-4934-816D-4B08EA7F9A24&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77955&GUID=96681D69-7377-4934-816D-4B08EA7F9A24,https://sfgov.legistar.com/View.ashx?M=M&ID=77955&GUID=96681D69-7377-4934-816D-4B08EA7F9A24,,,
52,Health and Human Services Committee,5/28/2002,,11:30 AM,"City Hall, Room 263Special Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161766&GUID=5AE1B9F4-FCCA-41B0-9EFC-B9BC158D5423,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161766&GUID=5AE1B9F4-FCCA-41B0-9EFC-B9BC158D5423&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161766&GUID=5AE1B9F4-FCCA-41B0-9EFC-B9BC158D5423,,,,
53,Transportation and Commerce Committee,5/23/2002,,9:30 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161756&GUID=7A2EA103-3211-402B-8503-026C40D65AA5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161756&GUID=7A2EA103-3211-402B-8503-026C40D65AA5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161756&GUID=7A2EA103-3211-402B-8503-026C40D65AA5,,,,
54,Finance Committee,5/22/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161760&GUID=F677D000-2885-43CF-AC6B-91E7FD925399,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161760&GUID=F677D000-2885-43CF-AC6B-91E7FD925399&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161760&GUID=F677D000-2885-43CF-AC6B-91E7FD925399,,,,
55,Rules and Audits Committee,5/21/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161759&GUID=17AD3B15-00A0-4C00-9529-8DD04DE5746B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161759&GUID=17AD3B15-00A0-4C00-9529-8DD04DE5746B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161759&GUID=17AD3B15-00A0-4C00-9529-8DD04DE5746B,,,,
56,Public Works and Public Protection Committee,5/21/2002,,10:00 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161761&GUID=8933DAF7-802C-4306-867F-8C3D434B05B5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161761&GUID=8933DAF7-802C-4306-867F-8C3D434B05B5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161761&GUID=8933DAF7-802C-4306-867F-8C3D434B05B5,,,,
57,Budget Committee,5/21/2002,,10:00 AM,Legislative ChamberRegular Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161762&GUID=1DE36F8F-E19B-4401-B0C6-C0159B00EA9B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161762&GUID=1DE36F8F-E19B-4401-B0C6-C0159B00EA9B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161762&GUID=1DE36F8F-E19B-4401-B0C6-C0159B00EA9B,,,,
58,Board of Supervisors,5/20/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77954&GUID=7468787F-B07E-4D21-88AD-F94EA5F7E70C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77954&GUID=7468787F-B07E-4D21-88AD-F94EA5F7E70C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77954&GUID=7468787F-B07E-4D21-88AD-F94EA5F7E70C,https://sfgov.legistar.com/View.ashx?M=M&ID=77954&GUID=7468787F-B07E-4D21-88AD-F94EA5F7E70C,,,
59,Budget Committee,5/16/2002,,3:30 PM,Legislative ChamberRecessed Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161764&GUID=BE437659-293E-463C-A5F6-D3AEECE636B5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161764&GUID=BE437659-293E-463C-A5F6-D3AEECE636B5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161764&GUID=BE437659-293E-463C-A5F6-D3AEECE636B5,,,,
60,Health and Human Services Committee,5/16/2002,,10:00 AM,"City Hall, Room 263Rescheduled Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161746&GUID=DC362821-C463-4AE3-BC58-13A159DD7A22,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161746&GUID=DC362821-C463-4AE3-BC58-13A159DD7A22&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161746&GUID=DC362821-C463-4AE3-BC58-13A159DD7A22,,,,
