,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
54,Library Board,2/8/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22846&GUID=38C707A7-E1CF-40AD-9C35-178D022EA0D5,,https://alameda.legistar.com/View.ashx?M=IC&ID=256856&GUID=4A1E86A2-BC5F-46C4-B4CF-B1FA00039374,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256856&GUID=4A1E86A2-BC5F-46C4-B4CF-B1FA00039374&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256856&GUID=4A1E86A2-BC5F-46C4-B4CF-B1FA00039374,https://alameda.legistar.com/View.ashx?M=M&ID=256856&GUID=4A1E86A2-BC5F-46C4-B4CF-B1FA00039374,
55,City Council,2/7/2006,,,,Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256279&GUID=D5DC92D9-C85D-4882-9B3A-8E2254E7C499,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256279&GUID=D5DC92D9-C85D-4882-9B3A-8E2254E7C499&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256279&GUID=D5DC92D9-C85D-4882-9B3A-8E2254E7C499,https://alameda.legistar.com/View.ashx?M=M&ID=256279&GUID=D5DC92D9-C85D-4882-9B3A-8E2254E7C499,https://alameda.legistar.com/#
56,City Council,2/4/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256278&GUID=A11D23F4-826D-4B54-B83B-475E1F6B60AE,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256278&GUID=A11D23F4-826D-4B54-B83B-475E1F6B60AE&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256278&GUID=A11D23F4-826D-4B54-B83B-475E1F6B60AE,https://alameda.legistar.com/View.ashx?M=M&ID=256278&GUID=A11D23F4-826D-4B54-B83B-475E1F6B60AE,
57,City Council,2/1/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256277&GUID=57EB8025-727A-4467-AE2D-BB43E639F69E,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256277&GUID=57EB8025-727A-4467-AE2D-BB43E639F69E&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256277&GUID=57EB8025-727A-4467-AE2D-BB43E639F69E,https://alameda.legistar.com/View.ashx?M=M&ID=256277&GUID=57EB8025-727A-4467-AE2D-BB43E639F69E,
58,Alameda Reuse and Redevelopment Authority,2/1/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=31979&GUID=ABE2B2AA-737F-42C8-9218-4AC2BF6722B2,,https://alameda.legistar.com/View.ashx?M=IC&ID=452039&GUID=8FCC0893-5F56-4853-8AAA-8386AC4B9D90,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=452039&GUID=8FCC0893-5F56-4853-8AAA-8386AC4B9D90&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=452039&GUID=8FCC0893-5F56-4853-8AAA-8386AC4B9D90,https://alameda.legistar.com/View.ashx?M=M&ID=452039&GUID=8FCC0893-5F56-4853-8AAA-8386AC4B9D90,
59,Pension Board,1/30/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22828&GUID=E3F572A6-E936-4F31-9702-FAF613D7A87C,,https://alameda.legistar.com/View.ashx?M=IC&ID=256436&GUID=FA7E5E52-031E-4CB3-A4EC-134A02F0C74A,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256436&GUID=FA7E5E52-031E-4CB3-A4EC-134A02F0C74A&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256436&GUID=FA7E5E52-031E-4CB3-A4EC-134A02F0C74A,https://alameda.legistar.com/View.ashx?M=M&ID=256436&GUID=FA7E5E52-031E-4CB3-A4EC-134A02F0C74A,
60,Social Service Human Relations Board,1/26/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=256495&GUID=F00DD04C-7FCC-4209-9C7B-0356EC20BA82,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256495&GUID=F00DD04C-7FCC-4209-9C7B-0356EC20BA82&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256495&GUID=F00DD04C-7FCC-4209-9C7B-0356EC20BA82,https://alameda.legistar.com/View.ashx?M=M&ID=256495&GUID=F00DD04C-7FCC-4209-9C7B-0356EC20BA82,
61,Public Art Commission,1/25/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22848&GUID=B4281C9E-7612-4960-9A2C-0AF132ACD7CD,,https://alameda.legistar.com/View.ashx?M=IC&ID=256145&GUID=96BF08D3-460E-4887-95B0-BD74CBFFA161,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256145&GUID=96BF08D3-460E-4887-95B0-BD74CBFFA161&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256145&GUID=96BF08D3-460E-4887-95B0-BD74CBFFA161,https://alameda.legistar.com/View.ashx?M=M&ID=256145&GUID=96BF08D3-460E-4887-95B0-BD74CBFFA161,
62,Transportation Commission,1/25/2006,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22851&GUID=D59DF786-2980-4EFB-AFF0-5E6AFB83AB81,,https://alameda.legistar.com/View.ashx?M=IC&ID=256602&GUID=691CE6EC-A721-40A8-A708-0CB78BBEED20,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256602&GUID=691CE6EC-A721-40A8-A708-0CB78BBEED20&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256602&GUID=691CE6EC-A721-40A8-A708-0CB78BBEED20,,
63,Planning Board,1/23/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=256104&GUID=800D2626-7C6B-481E-BA6A-944FD61D7B70,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256104&GUID=800D2626-7C6B-481E-BA6A-944FD61D7B70&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256104&GUID=800D2626-7C6B-481E-BA6A-944FD61D7B70,https://alameda.legistar.com/View.ashx?M=M&ID=256104&GUID=800D2626-7C6B-481E-BA6A-944FD61D7B70,
64,Commission on Disability,1/23/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22826&GUID=5CF2D01F-6107-4711-BBA0-0F649ABFCFA2,,https://alameda.legistar.com/View.ashx?M=IC&ID=258419&GUID=4F51F621-0FEF-4804-98FA-49505AB28928,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=258419&GUID=4F51F621-0FEF-4804-98FA-49505AB28928&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=258419&GUID=4F51F621-0FEF-4804-98FA-49505AB28928,https://alameda.legistar.com/View.ashx?M=M&ID=258419&GUID=4F51F621-0FEF-4804-98FA-49505AB28928,
65,Golf Commission,1/18/2006,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22827&GUID=63E9AE30-DBD1-4E78-93C5-CF3EF3E15E19,,https://alameda.legistar.com/View.ashx?M=IC&ID=256363&GUID=EFCF4AAC-BB9C-492F-98FC-BC4105EDAD74,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256363&GUID=EFCF4AAC-BB9C-492F-98FC-BC4105EDAD74&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256363&GUID=EFCF4AAC-BB9C-492F-98FC-BC4105EDAD74,,
66,Recreation and Park Commission,1/12/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22849&GUID=5395AB50-90DB-45EF-9F22-E95F52CFE78F,,https://alameda.legistar.com/View.ashx?M=IC&ID=256183&GUID=767ACF6A-26AB-458F-841A-8A69380CF129,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256183&GUID=767ACF6A-26AB-458F-841A-8A69380CF129&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256183&GUID=767ACF6A-26AB-458F-841A-8A69380CF129,https://alameda.legistar.com/View.ashx?M=M&ID=256183&GUID=767ACF6A-26AB-458F-841A-8A69380CF129,
67,Civil Service Board,1/11/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22844&GUID=DBC7BCE9-D128-44E7-A869-5EACB1435E7A,,https://alameda.legistar.com/View.ashx?M=IC&ID=256789&GUID=37B6BE86-4099-4D23-8FC0-195D4AA485A5,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256789&GUID=37B6BE86-4099-4D23-8FC0-195D4AA485A5&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256789&GUID=37B6BE86-4099-4D23-8FC0-195D4AA485A5,https://alameda.legistar.com/View.ashx?M=M&ID=256789&GUID=37B6BE86-4099-4D23-8FC0-195D4AA485A5,
68,Library Board,1/11/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22846&GUID=38C707A7-E1CF-40AD-9C35-178D022EA0D5,,https://alameda.legistar.com/View.ashx?M=IC&ID=256855&GUID=5417216D-874C-47F4-9B69-C5E6F8FA0EDC,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256855&GUID=5417216D-874C-47F4-9B69-C5E6F8FA0EDC&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256855&GUID=5417216D-874C-47F4-9B69-C5E6F8FA0EDC,https://alameda.legistar.com/View.ashx?M=M&ID=256855&GUID=5417216D-874C-47F4-9B69-C5E6F8FA0EDC,
69,Planning Board,1/9/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=256103&GUID=16016ECE-215C-4492-A133-632377BDC620,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256103&GUID=16016ECE-215C-4492-A133-632377BDC620&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256103&GUID=16016ECE-215C-4492-A133-632377BDC620,https://alameda.legistar.com/View.ashx?M=M&ID=256103&GUID=16016ECE-215C-4492-A133-632377BDC620,
70,Historical Advisory Board,1/5/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22845&GUID=DC08C7A3-5B13-4A88-A1E1-58F6569DDAE4,,https://alameda.legistar.com/View.ashx?M=IC&ID=256005&GUID=744801B9-F6F9-4ECC-A8F3-3F278613D806,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256005&GUID=744801B9-F6F9-4ECC-A8F3-3F278613D806&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256005&GUID=744801B9-F6F9-4ECC-A8F3-3F278613D806,https://alameda.legistar.com/View.ashx?M=M&ID=256005&GUID=744801B9-F6F9-4ECC-A8F3-3F278613D806,
71,Alameda Reuse and Redevelopment Authority,1/4/2006,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=31979&GUID=ABE2B2AA-737F-42C8-9218-4AC2BF6722B2,,https://alameda.legistar.com/View.ashx?M=IC&ID=452037&GUID=A403EF10-828B-40D8-8E00-CBB8C1A5EDF7,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=452037&GUID=A403EF10-828B-40D8-8E00-CBB8C1A5EDF7&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=452037&GUID=A403EF10-828B-40D8-8E00-CBB8C1A5EDF7,https://alameda.legistar.com/View.ashx?M=M&ID=452037&GUID=A403EF10-828B-40D8-8E00-CBB8C1A5EDF7,
72,City Council,1/3/2006,,,,Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256275&GUID=B772529A-50EB-45AC-9FC6-EA9D6F2E1A87,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256275&GUID=B772529A-50EB-45AC-9FC6-EA9D6F2E1A87&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256275&GUID=B772529A-50EB-45AC-9FC6-EA9D6F2E1A87,https://alameda.legistar.com/View.ashx?M=M&ID=256275&GUID=B772529A-50EB-45AC-9FC6-EA9D6F2E1A87,https://alameda.legistar.com/#
73,Planning Board,12/27/2005,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=256102&GUID=E78C6D08-C1A6-472E-B4E7-486DAE9A0ACA,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256102&GUID=E78C6D08-C1A6-472E-B4E7-486DAE9A0ACA&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256102&GUID=E78C6D08-C1A6-472E-B4E7-486DAE9A0ACA,,
74,Social Service Human Relations Board,12/22/2005,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=256494&GUID=A1BB11E6-677D-42EE-A23A-0B07AC48A631,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256494&GUID=A1BB11E6-677D-42EE-A23A-0B07AC48A631&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256494&GUID=A1BB11E6-677D-42EE-A23A-0B07AC48A631,,
75,Golf Commission,12/21/2005,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22827&GUID=63E9AE30-DBD1-4E78-93C5-CF3EF3E15E19,,https://alameda.legistar.com/View.ashx?M=IC&ID=256362&GUID=24DFD843-D38F-49B9-B1D8-E57105CA3AC1,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256362&GUID=24DFD843-D38F-49B9-B1D8-E57105CA3AC1&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256362&GUID=24DFD843-D38F-49B9-B1D8-E57105CA3AC1,,
76,City Council,12/20/2005,,,,Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256274&GUID=67D14C4B-5ACD-408C-8AFE-7DF13FD6C644,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256274&GUID=67D14C4B-5ACD-408C-8AFE-7DF13FD6C644&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256274&GUID=67D14C4B-5ACD-408C-8AFE-7DF13FD6C644,https://alameda.legistar.com/View.ashx?M=M&ID=256274&GUID=67D14C4B-5ACD-408C-8AFE-7DF13FD6C644,https://alameda.legistar.com/#
77,Transportation Commission,12/14/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22851&GUID=D59DF786-2980-4EFB-AFF0-5E6AFB83AB81,,https://alameda.legistar.com/View.ashx?M=IC&ID=256588&GUID=F8D0C687-59C1-47A6-AE02-64E5B3FEE9CB,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256588&GUID=F8D0C687-59C1-47A6-AE02-64E5B3FEE9CB&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256588&GUID=F8D0C687-59C1-47A6-AE02-64E5B3FEE9CB,https://alameda.legistar.com/View.ashx?M=M&ID=256588&GUID=F8D0C687-59C1-47A6-AE02-64E5B3FEE9CB,
78,Library Board,12/14/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22846&GUID=38C707A7-E1CF-40AD-9C35-178D022EA0D5,,https://alameda.legistar.com/View.ashx?M=IC&ID=256854&GUID=3CB51EFB-E7EF-47C2-9315-583C13EE6324,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256854&GUID=3CB51EFB-E7EF-47C2-9315-583C13EE6324&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256854&GUID=3CB51EFB-E7EF-47C2-9315-583C13EE6324,https://alameda.legistar.com/View.ashx?M=M&ID=256854&GUID=3CB51EFB-E7EF-47C2-9315-583C13EE6324,
79,Planning Board,12/12/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=256101&GUID=7C30D804-BF55-4D5D-A3BD-E16F66F55C00,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256101&GUID=7C30D804-BF55-4D5D-A3BD-E16F66F55C00&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256101&GUID=7C30D804-BF55-4D5D-A3BD-E16F66F55C00,https://alameda.legistar.com/View.ashx?M=M&ID=256101&GUID=7C30D804-BF55-4D5D-A3BD-E16F66F55C00,
80,Commission on Disability,12/12/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22826&GUID=5CF2D01F-6107-4711-BBA0-0F649ABFCFA2,,https://alameda.legistar.com/View.ashx?M=IC&ID=258418&GUID=3A0A3682-B6E6-4614-8D0B-ADB7BA91BC3A,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=258418&GUID=3A0A3682-B6E6-4614-8D0B-ADB7BA91BC3A&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=258418&GUID=3A0A3682-B6E6-4614-8D0B-ADB7BA91BC3A,https://alameda.legistar.com/View.ashx?M=M&ID=258418&GUID=3A0A3682-B6E6-4614-8D0B-ADB7BA91BC3A,
81,Recreation and Park Commission,12/8/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22849&GUID=5395AB50-90DB-45EF-9F22-E95F52CFE78F,,https://alameda.legistar.com/View.ashx?M=IC&ID=256477&GUID=D1F22FAC-7994-41AC-AA1E-91DCAFBA2A0C,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256477&GUID=D1F22FAC-7994-41AC-AA1E-91DCAFBA2A0C&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256477&GUID=D1F22FAC-7994-41AC-AA1E-91DCAFBA2A0C,https://alameda.legistar.com/View.ashx?M=M&ID=256477&GUID=D1F22FAC-7994-41AC-AA1E-91DCAFBA2A0C,
82,Social Service Human Relations Board,12/8/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=256493&GUID=D550DF26-C031-47E6-B75D-EE9685853A8E,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256493&GUID=D550DF26-C031-47E6-B75D-EE9685853A8E&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256493&GUID=D550DF26-C031-47E6-B75D-EE9685853A8E,https://alameda.legistar.com/View.ashx?M=M&ID=256493&GUID=D550DF26-C031-47E6-B75D-EE9685853A8E,
83,Alameda Reuse and Redevelopment Authority,12/7/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=31979&GUID=ABE2B2AA-737F-42C8-9218-4AC2BF6722B2,,https://alameda.legistar.com/View.ashx?M=IC&ID=452068&GUID=17EE31E9-8D4F-4FA1-8A6E-505F34DC0308,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=452068&GUID=17EE31E9-8D4F-4FA1-8A6E-505F34DC0308&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=452068&GUID=17EE31E9-8D4F-4FA1-8A6E-505F34DC0308,https://alameda.legistar.com/View.ashx?M=M&ID=452068&GUID=17EE31E9-8D4F-4FA1-8A6E-505F34DC0308,
84,City Council,12/6/2005,,,,Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256273&GUID=876E7581-8D45-4B23-B098-DC3F04C723F7,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256273&GUID=876E7581-8D45-4B23-B098-DC3F04C723F7&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256273&GUID=876E7581-8D45-4B23-B098-DC3F04C723F7,https://alameda.legistar.com/View.ashx?M=M&ID=256273&GUID=876E7581-8D45-4B23-B098-DC3F04C723F7,https://alameda.legistar.com/#
85,Historical Advisory Board,12/1/2005,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22845&GUID=DC08C7A3-5B13-4A88-A1E1-58F6569DDAE4,,https://alameda.legistar.com/View.ashx?M=IC&ID=256004&GUID=CDCA85DF-CE14-4B79-95D1-D7B41FF362C3,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256004&GUID=CDCA85DF-CE14-4B79-95D1-D7B41FF362C3&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256004&GUID=CDCA85DF-CE14-4B79-95D1-D7B41FF362C3,,
86,City Council,11/30/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256272&GUID=54BC19C5-3545-4B0B-8FE1-8BEAFF3057F9,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256272&GUID=54BC19C5-3545-4B0B-8FE1-8BEAFF3057F9&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256272&GUID=54BC19C5-3545-4B0B-8FE1-8BEAFF3057F9,https://alameda.legistar.com/View.ashx?M=M&ID=256272&GUID=54BC19C5-3545-4B0B-8FE1-8BEAFF3057F9,
87,Public Art Commission,11/30/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22848&GUID=B4281C9E-7612-4960-9A2C-0AF132ACD7CD,,https://alameda.legistar.com/View.ashx?M=IC&ID=256971&GUID=1C32AFE6-8E67-485B-AA70-BA4B3EA80D17,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256971&GUID=1C32AFE6-8E67-485B-AA70-BA4B3EA80D17&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256971&GUID=1C32AFE6-8E67-485B-AA70-BA4B3EA80D17,https://alameda.legistar.com/View.ashx?M=M&ID=256971&GUID=1C32AFE6-8E67-485B-AA70-BA4B3EA80D17,
88,Planning Board,11/28/2005,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=256100&GUID=7E5DB179-2B7B-49D7-8F66-EA22AFA1C66F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256100&GUID=7E5DB179-2B7B-49D7-8F66-EA22AFA1C66F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256100&GUID=7E5DB179-2B7B-49D7-8F66-EA22AFA1C66F,,
89,Social Service Human Relations Board,11/24/2005,,,,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=256492&GUID=CEE99E7C-D27E-462A-86F8-A68EF80E0BC3,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256492&GUID=CEE99E7C-D27E-462A-86F8-A68EF80E0BC3&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256492&GUID=CEE99E7C-D27E-462A-86F8-A68EF80E0BC3,,
90,Golf Commission,11/16/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22827&GUID=63E9AE30-DBD1-4E78-93C5-CF3EF3E15E19,,https://alameda.legistar.com/View.ashx?M=IC&ID=256361&GUID=9F811803-45CA-4316-B12B-3C2A28481D58,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256361&GUID=9F811803-45CA-4316-B12B-3C2A28481D58&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256361&GUID=9F811803-45CA-4316-B12B-3C2A28481D58,https://alameda.legistar.com/View.ashx?M=M&ID=256361&GUID=9F811803-45CA-4316-B12B-3C2A28481D58,
91,Transportation Commission,11/16/2005,,,,Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22851&GUID=D59DF786-2980-4EFB-AFF0-5E6AFB83AB81,,https://alameda.legistar.com/View.ashx?M=IC&ID=256587&GUID=D62450C8-21DD-47EF-B2A5-130A3B499F06,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256587&GUID=D62450C8-21DD-47EF-B2A5-130A3B499F06&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256587&GUID=D62450C8-21DD-47EF-B2A5-130A3B499F06,https://alameda.legistar.com/View.ashx?M=M&ID=256587&GUID=D62450C8-21DD-47EF-B2A5-130A3B499F06,
92,City Council,11/15/2005,,,,Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=256271&GUID=4B6EE09E-DF02-472C-BB40-627580F5109C,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=256271&GUID=4B6EE09E-DF02-472C-BB40-627580F5109C&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=256271&GUID=4B6EE09E-DF02-472C-BB40-627580F5109C,https://alameda.legistar.com/View.ashx?M=M&ID=256271&GUID=4B6EE09E-DF02-472C-BB40-627580F5109C,https://alameda.legistar.com/#
